x0000,y0000
169.2805556,-0.235
169.2833333,-0.235
169.2861111,-0.215
169.2888889,-0.205
169.2916667,-0.22
169.2944444,-0.23
169.2972222,-0.24
169.3,-0.235
169.3027778,-0.235
169.3055556,-0.225
169.3083333,-0.23
169.3111111,-0.225
169.3138889,-0.225
169.3166667,-0.215
169.3194444,-0.205
169.3222222,-0.205
169.325,-0.205
169.3277778,-0.215
169.3305556,-0.22
169.3333333,-0.22
169.3361111,-0.215
169.3388889,-0.2
169.3416667,-0.21
169.3444444,-0.22
169.3472222,-0.22
169.35,-0.21
169.3527778,-0.2
169.3555556,-0.19
169.3583333,-0.195
169.3611111,-0.21
169.3638889,-0.21
169.3666667,-0.205
169.3694444,-0.195
169.3722222,-0.175
169.375,-0.2
169.3777778,-0.2
169.3805556,-0.2
169.3833333,-0.2
169.3861111,-0.19
169.3888889,-0.18
169.3916667,-0.185
169.3944444,-0.19
169.3972222,-0.19
169.4,-0.18
169.4027778,-0.165
169.4055556,-0.16
169.4083333,-0.18
169.4111111,-0.2
169.4138889,-0.21
169.4166667,-0.195
169.4194444,-0.185
169.4222222,-0.17
169.425,-0.175
169.4277778,-0.185
169.4305556,-0.19
169.4333333,-0.19
169.4361111,-0.175
169.4388889,-0.165
169.4416667,-0.17
169.4444444,-0.18
169.4472222,-0.195
169.45,-0.185
169.4527778,-0.16
169.4555556,-0.145
169.4583333,-0.15
169.4611111,-0.17
169.4638889,-0.175
169.4666667,-0.16
169.4694444,-0.145
169.4722222,-0.125
169.475,-0.14
169.4777778,-0.17
169.4805556,-0.175
169.4833333,-0.17
169.4861111,-0.16
169.4888889,-0.145
169.4916667,-0.145
169.4944444,-0.155
169.4972222,-0.18
169.5,-0.18
169.5027778,-0.14
169.5055556,-0.135
169.5083333,-0.14
169.5111111,-0.15
169.5138889,-0.14
169.5166667,-0.14
169.5194444,-0.125
169.5222222,-0.115
169.525,-0.11
169.5277778,-0.125
169.5305556,-0.135
169.5333333,-0.125
169.5361111,-0.095
169.5388889,-0.08
169.5416667,-0.07
169.5444444,-0.075
169.5472222,-0.085
169.55,-0.06
169.5527778,-0.045
169.5555556,-0.025
169.5583333,-0.005
169.5611111,-0.005
169.5638889,-0.005
169.5666667,0.025
169.5694444,0.045
169.5722222,0.06
169.575,0.05
169.5777778,0.04
169.5805556,0.025
169.5833333,0.04
169.5861111,0.05
169.5888889,0.05
169.5916667,0.035
169.5944444,0.005
169.5972222,-0.025
169.6,-0.03
169.6027778,-0.03
169.6055556,-0.025
169.6083333,-0.055
169.6111111,-0.065
169.6138889,-0.085
169.6166667,-0.075
169.6194444,-0.07
169.6222222,-0.065
169.625,-0.065
169.6277778,-0.075
169.6305556,-0.075
169.6333333,-0.065
169.6361111,-0.045
169.6388889,-0.02
169.6416667,-0.025
169.6444444,-0.04
169.6472222,-0.035
169.65,-0.005
169.6527778,0.025
169.6555556,0.11
169.6583333,0.215
169.6611111,0.36
169.6638889,0.51
169.6666667,0.68
169.6694444,0.8
169.6722222,0.865
169.675,0.86
169.6777778,0.82
169.6805556,0.735
169.6833333,0.595
169.6861111,0.395
169.6888889,0.165
169.6916667,-0.03
169.6944444,-0.125
169.6972222,-0.125
169.7,-0.12
169.7027778,-0.11
169.7055556,-0.11
169.7083333,-0.13
169.7111111,-0.155
169.7138889,-0.15
169.7166667,-0.14
169.7194444,-0.135
169.7222222,-0.135
169.725,-0.145
169.7277778,-0.16
169.7305556,-0.185
169.7333333,-0.19
169.7361111,-0.175
169.7388889,-0.16
169.7416667,-0.18
169.7444444,-0.195
169.7472222,-0.185
169.75,-0.19
169.7527778,-0.17
169.7555556,-0.155
169.7583333,-0.16
169.7611111,-0.185
169.7638889,-0.2
169.7666667,-0.195
169.7694444,-0.19
169.7722222,-0.175
169.775,-0.185
169.7777778,-0.2
169.7805556,-0.205
169.7833333,-0.2
169.7861111,-0.175
169.7888889,-0.165
169.7916667,-0.17
169.7944444,-0.18
169.7972222,-0.19
169.8,-0.17
169.8027778,-0.155
169.8055556,-0.13
169.8083333,-0.145
169.8111111,-0.135
169.8138889,-0.145
169.8166667,-0.135
169.8194444,-0.125
169.8222222,-0.1
169.825,-0.095
169.8277778,-0.11
169.8305556,-0.105
169.8333333,-0.1
169.8361111,-0.065
169.8388889,-0.05
169.8416667,-0.05
169.8444444,-0.055
169.8472222,-0.055
169.85,-0.035
169.8527778,-0.01
169.8555556,0.01
169.8583333,0.015
169.8611111,0.015
169.8638889,0.02
169.8666667,0.025
169.8694444,0.05
169.8722222,0.1
169.875,0.095
169.8777778,0.105
169.8805556,0.115
169.8833333,0.145
169.8861111,0.175
169.8888889,0.195
169.8916667,0.205
169.8944444,0.2
169.8972222,0.2
169.9,0.235
169.9027778,0.26
169.9055556,0.29
169.9083333,0.3
169.9111111,0.3
169.9138889,0.29
169.9166667,0.33
169.9194444,0.34
169.9222222,0.37
169.925,0.375
169.9277778,0.37
169.9305556,0.37
169.9333333,0.375
169.9361111,0.39
169.9388889,0.4
169.9416667,0.41
169.9444444,0.4
169.9472222,0.375
169.95,0.38
169.9527778,0.385
169.9555556,0.39
169.9583333,0.38
169.9611111,0.35
169.9638889,0.325
169.9666667,0.315
169.9694444,0.31
169.9722222,0.31
169.975,0.295
169.9777778,0.275
169.9805556,0.245
169.9833333,0.215
169.9861111,0.21
169.9888889,0.205
169.9916667,0.195
169.9944444,0.165
169.9972222,0.15
170,0.145
170.0027778,0.145
170.0055556,0.14
170.0083333,0.13
170.0111111,0.1
170.0138889,0.075
170.0166667,0.07
170.0194444,0.07
170.0222222,0.075
170.025,0.045
170.0277778,0.035
170.0305556,0.01
170.0333333,0.015
170.0361111,0.035
170.0388889,0.02
170.0416667,0.015
170.0444444,-0.005
170.0472222,-0.015
170.05,-0.01
170.0527778,-0.005
170.0555556,0.01
170.0583333,-0.005
170.0611111,-0.02
170.0638889,-0.04
170.0666667,-0.03
170.0694444,-0.005
170.0722222,0.005
170.075,0
170.0777778,-0.005
170.0805556,-0.02
170.0833333,-0.015
170.0861111,-0.01
170.0888889,0.02
170.0916667,0.01
170.0944444,0.015
170.0972222,-0.005
170.1,0.005
170.1027778,0.025
170.1055556,0.04
170.1083333,0.045
170.1111111,0.035
170.1138889,0.035
170.1166667,0.05
170.1194444,0.07
170.1222222,0.08
170.125,0.09
170.1277778,0.1
170.1305556,0.09
170.1333333,0.105
170.1361111,0.15
170.1388889,0.175
170.1416667,0.195
170.1444444,0.21
170.1472222,0.235
170.15,0.265
170.1527778,0.325
170.1555556,0.385
170.1583333,0.42
170.1611111,0.455
170.1638889,0.48
170.1666667,0.545
170.1694444,0.595
170.1722222,0.65
170.175,0.695
170.1777778,0.735
170.1805556,0.78
170.1833333,0.84
170.1861111,0.91
170.1888889,0.965
170.1916667,1.025
170.1944444,1.06
170.1972222,1.105
170.2,1.145
170.2027778,1.205
170.2055556,1.245
170.2083333,1.255
170.2111111,1.26
170.2138889,1.245
170.2166667,1.225
170.2194444,1.205
170.2222222,1.16
170.225,1.095
170.2277778,0.975
170.2305556,0.795
170.2333333,0.585
170.2361111,0.38
170.2388889,0.255
170.2416667,0.155
170.2444444,0.08
170.2472222,-0.005
170.25,-0.065
170.2527778,-0.11
170.2555556,-0.155
170.2583333,-0.19
170.2611111,-0.25
170.2638889,-0.295
170.2666667,-0.335
170.2694444,-0.325
170.2722222,-0.335
170.275,-0.365
170.2777778,-0.405
170.2805556,-0.43
170.2833333,-0.435
170.2861111,-0.44
170.2888889,-0.445
170.2916667,-0.43
170.2944444,-0.46
170.2972222,-0.47
170.3,-0.465
170.3027778,-0.45
170.3055556,-0.46
170.3083333,-0.47
170.3111111,-0.48
170.3138889,-0.49
170.3166667,-0.48
170.3194444,-0.48
170.3222222,-0.48
170.325,-0.485
170.3277778,-0.525
170.3305556,-0.525
170.3333333,-0.53
170.3361111,-0.535
170.3388889,-0.52
170.3416667,-0.55
170.3444444,-0.57
170.3472222,-0.575
170.35,-0.575
170.3527778,-0.57
170.3555556,-0.565
170.3583333,-0.585
170.3611111,-0.6
170.3638889,-0.62
170.3666667,-0.625
170.3694444,-0.625
170.3722222,-0.615
170.375,-0.625
170.3777778,-0.64
170.3805556,-0.66
170.3833333,-0.665
170.3861111,-0.655
170.3888889,-0.655
170.3916667,-0.675
170.3944444,-0.695
170.3972222,-0.705
170.4,-0.705
170.4027778,-0.7
170.4055556,-0.695
170.4083333,-0.69
170.4111111,-0.705
170.4138889,-0.705
170.4166667,-0.73
170.4194444,-0.71
170.4222222,-0.69
170.425,-0.69
170.4277778,-0.7
170.4305556,-0.7
170.4333333,-0.685
170.4361111,-0.655
170.4388889,-0.64
170.4416667,-0.645
170.4444444,-0.64
170.4472222,-0.625
170.45,-0.605
170.4527778,-0.58
170.4555556,-0.56
170.4583333,-0.54
170.4611111,-0.54
170.4638889,-0.55
170.4666667,-0.535
170.4694444,-0.5
170.4722222,-0.47
170.475,-0.46
170.4777778,-0.47
170.4805556,-0.46
170.4833333,-0.44
170.4861111,-0.42
170.4888889,-0.415
170.4916667,-0.405
170.4944444,-0.405
170.4972222,-0.415
170.5,-0.4
170.5027778,-0.385
170.5055556,-0.375
170.5083333,-0.38
170.5111111,-0.395
170.5138889,-0.4
170.5166667,-0.385
170.5194444,-0.385
170.5222222,-0.36
170.525,-0.37
170.5277778,-0.385
170.5305556,-0.38
170.5333333,-0.4
170.5361111,-0.38
170.5388889,-0.365
170.5416667,-0.365
170.5444444,-0.385
170.5472222,-0.41
170.55,-0.405
170.5527778,-0.385
170.5555556,-0.365
170.5583333,-0.37
170.5611111,-0.385
170.5638889,-0.39
170.5666667,-0.405
170.5694444,-0.39
170.5722222,-0.355
170.575,-0.38
170.5777778,-0.385
170.5805556,-0.395
170.5833333,-0.375
170.5861111,-0.365
170.5888889,-0.35
170.5916667,-0.36
170.5944444,-0.365
170.5972222,-0.36
170.6,-0.355
170.6027778,-0.345
170.6055556,-0.335
170.6083333,-0.34
170.6111111,-0.35
170.6138889,-0.36
170.6166667,-0.36
170.6194444,-0.345
170.6222222,-0.31
170.625,-0.315
170.6277778,-0.315
170.6305556,-0.32
170.6333333,-0.315
170.6361111,-0.31
170.6388889,-0.285
170.6416667,-0.32
170.6444444,-0.295
170.6472222,-0.305
170.65,-0.29
170.6527778,-0.275
170.6555556,-0.265
170.6583333,-0.27
170.6611111,-0.28
170.6638889,-0.285
170.6666667,-0.28
170.6694444,-0.27
170.6722222,-0.265
170.675,-0.27
170.6777778,-0.275
170.6805556,-0.305
170.6833333,-0.31
170.6861111,-0.285
170.6888889,-0.255
170.6916667,-0.265
170.6944444,-0.275
170.6972222,-0.29
170.7,-0.285
170.7027778,-0.285
170.7055556,-0.275
170.7083333,-0.285
170.7111111,-0.3
170.7138889,-0.305
170.7166667,-0.29
170.7194444,-0.285
170.7222222,-0.275
170.725,-0.285
170.7277778,-0.3
170.7305556,-0.315
170.7333333,-0.3
170.7361111,-0.31
170.7388889,-0.29
170.7416667,-0.295
170.7444444,-0.305
170.7472222,-0.32
170.75,-0.31
170.7527778,-0.3
170.7555556,-0.295
170.7583333,-0.3
170.7611111,-0.33
170.7638889,-0.33
170.7666667,-0.325
170.7694444,-0.315
170.7722222,-0.305
170.775,-0.315
170.7777778,-0.32
170.7805556,-0.33
170.7833333,-0.33
170.7861111,-0.32
170.7888889,-0.31
170.7916667,-0.33
170.7944444,-0.32
170.7972222,-0.335
170.8,-0.34
170.8027778,-0.325
170.8055556,-0.325
170.8083333,-0.325
170.8111111,-0.34
170.8138889,-0.345
170.8166667,-0.32
170.8194444,-0.32
170.8222222,-0.305
170.825,-0.3
170.8277778,-0.325
170.8305556,-0.33
170.8333333,-0.33
170.8361111,-0.32
170.8388889,-0.32
170.8416667,-0.315
170.8444444,-0.33
170.8472222,-0.34
170.85,-0.33
170.8527778,-0.33
170.8555556,-0.31
170.8583333,-0.315
170.8611111,-0.335
170.8638889,-0.345
170.8666667,-0.34
170.8694444,-0.32
170.8722222,-0.31
170.875,-0.305
170.8777778,-0.33
170.8805556,-0.345
170.8833333,-0.325
170.8861111,-0.335
170.8888889,-0.31
170.8916667,-0.32
170.8944444,-0.325
170.8972222,-0.33
170.9,-0.325
170.9027778,-0.31
170.9055556,-0.305
170.9083333,-0.315
170.9111111,-0.32
170.9138889,-0.335
170.9166667,-0.335
170.9194444,-0.315
170.9222222,-0.3
170.925,-0.32
170.9277778,-0.315
170.9305556,-0.335
170.9333333,-0.34
170.9361111,-0.315
170.9388889,-0.305
170.9416667,-0.32
170.9444444,-0.315
170.9472222,-0.325
170.95,-0.315
170.9527778,-0.3
170.9555556,-0.3
170.9583333,-0.305
170.9611111,-0.305
170.9638889,-0.32
170.9666667,-0.31
170.9694444,-0.305
170.9722222,-0.295
170.975,-0.3
170.9777778,-0.31
170.9805556,-0.31
170.9833333,-0.305
170.9861111,-0.3
170.9888889,-0.29
170.9916667,-0.295
170.9944444,-0.29
170.9972222,-0.31
171,-0.31
171.0027778,-0.29
171.0055556,-0.28
171.0083333,-0.295
171.0111111,-0.31
171.0138889,-0.32
171.0166667,-0.305
171.0194444,-0.295
171.0222222,-0.27
171.025,-0.305
171.0277778,-0.31
171.0305556,-0.3
171.0333333,-0.295
171.0361111,-0.275
171.0388889,-0.29
171.0416667,-0.27
171.0444444,-0.29
171.0472222,-0.3
171.05,-0.29
171.0527778,-0.28
171.0555556,-0.27
171.0583333,-0.28
171.0611111,-0.295
171.0638889,-0.305
171.0666667,-0.295
171.0694444,-0.28
171.0722222,-0.265
171.075,-0.275
171.0777778,-0.28
171.0805556,-0.295
171.0833333,-0.295
171.0861111,-0.27
171.0888889,-0.255
171.0916667,-0.265
171.0944444,-0.28
171.0972222,-0.285
171.1,-0.285
171.1027778,-0.26
171.1055556,-0.25
171.1083333,-0.255
171.1111111,-0.26
171.1138889,-0.28
171.1166667,-0.27
171.1194444,-0.255
171.1222222,-0.255
171.125,-0.255
171.1277778,-0.275
171.1305556,-0.275
171.1333333,-0.265
171.1361111,-0.255
171.1388889,-0.235
171.1416667,-0.26
171.1444444,-0.265
171.1472222,-0.27
171.15,-0.275
171.1527778,-0.25
171.1555556,-0.24
171.1583333,-0.245
171.1611111,-0.265
171.1638889,-0.285
171.1666667,-0.27
171.1694444,-0.25
171.1722222,-0.235
171.175,-0.245
171.1777778,-0.25
171.1805556,-0.25
171.1833333,-0.26
171.1861111,-0.25
171.1888889,-0.24
171.1916667,-0.23
171.1944444,-0.245
171.1972222,-0.255
171.2,-0.255
171.2027778,-0.235
171.2055556,-0.21
171.2083333,-0.21
171.2111111,-0.24
171.2138889,-0.25
171.2166667,-0.245
171.2194444,-0.24
171.2222222,-0.23
171.225,-0.235
171.2277778,-0.245
171.2305556,-0.245
171.2333333,-0.245
171.2361111,-0.245
171.2388889,-0.21
171.2416667,-0.22
171.2444444,-0.225
171.2472222,-0.235
171.25,-0.24
171.2527778,-0.215
171.2555556,-0.195
171.2583333,-0.19
171.2611111,-0.215
171.2638889,-0.22
171.2666667,-0.21
171.2694444,-0.205
171.2722222,-0.19
171.275,-0.19
171.2777778,-0.205
171.2805556,-0.205
171.2833333,-0.2
171.2861111,-0.18
171.2888889,-0.17
171.2916667,-0.17
171.2944444,-0.185
171.2972222,-0.19
171.3,-0.185
171.3027778,-0.18
171.3055556,-0.165
171.3083333,-0.165
171.3111111,-0.185
171.3138889,-0.195
171.3166667,-0.19
171.3194444,-0.165
171.3222222,-0.145
171.325,-0.16
171.3277778,-0.16
171.3305556,-0.15
171.3333333,-0.13
171.3361111,-0.095
171.3388889,-0.075
171.3416667,-0.085
171.3444444,-0.07
171.3472222,-0.07
171.35,-0.05
171.3527778,-0.02
171.3555556,0
171.3583333,0.015
171.3611111,0.03
171.3638889,0.025
171.3666667,0.04
171.3694444,0.055
171.3722222,0.075
171.375,0.075
171.3777778,0.045
171.3805556,0.025
171.3833333,-0.01
171.3861111,-0.02
171.3888889,-0.035
171.3916667,-0.05
171.3944444,-0.065
171.3972222,-0.095
171.4,-0.095
171.4027778,-0.105
171.4055556,-0.1
171.4083333,-0.115
171.4111111,-0.125
171.4138889,-0.14
171.4166667,-0.13
171.4194444,-0.12
171.4222222,-0.1
171.425,-0.1
171.4277778,-0.105
171.4305556,-0.115
171.4333333,-0.125
171.4361111,-0.095
171.4388889,-0.07
171.4416667,-0.06
171.4444444,-0.08
171.4472222,-0.07
171.45,-0.02
171.4527778,0.06
171.4555556,0.205
171.4583333,0.38
171.4611111,0.56
171.4638889,0.71
171.4666667,0.81
171.4694444,0.875
171.4722222,0.905
171.475,0.865
171.4777778,0.77
171.4805556,0.605
171.4833333,0.365
171.4861111,0.095
171.4888889,-0.09
171.4916667,-0.19
171.4944444,-0.175
171.4972222,-0.16
171.5,-0.17
171.5027778,-0.175
171.5055556,-0.17
171.5083333,-0.175
171.5111111,-0.19
171.5138889,-0.22
171.5166667,-0.22
171.5194444,-0.21
171.5222222,-0.21
171.525,-0.23
171.5277778,-0.23
171.5305556,-0.26
171.5333333,-0.25
171.5361111,-0.23
171.5388889,-0.22
171.5416667,-0.235
171.5444444,-0.265
171.5472222,-0.29
171.55,-0.29
171.5527778,-0.26
171.5555556,-0.26
171.5583333,-0.245
171.5611111,-0.26
171.5638889,-0.275
171.5666667,-0.26
171.5694444,-0.255
171.5722222,-0.255
171.575,-0.255
171.5777778,-0.255
171.5805556,-0.255
171.5833333,-0.265
171.5861111,-0.25
171.5888889,-0.23
171.5916667,-0.235
171.5944444,-0.24
171.5972222,-0.255
171.6,-0.245
171.6027778,-0.23
171.6055556,-0.225
171.6083333,-0.215
171.6111111,-0.22
171.6138889,-0.225
171.6166667,-0.2
171.6194444,-0.195
171.6222222,-0.175
171.625,-0.175
171.6277778,-0.17
171.6305556,-0.165
171.6333333,-0.165
171.6361111,-0.15
171.6388889,-0.125
171.6416667,-0.13
171.6444444,-0.13
171.6472222,-0.12
171.65,-0.125
171.6527778,-0.105
171.6555556,-0.075
171.6583333,-0.07
171.6611111,-0.065
171.6638889,-0.055
171.6666667,-0.05
171.6694444,-0.02
171.6722222,-0.015
171.675,0.005
171.6777778,0.01
171.6805556,0.02
171.6833333,0.04
171.6861111,0.07
171.6888889,0.095
171.6916667,0.095
171.6944444,0.115
171.6972222,0.115
171.7,0.145
171.7027778,0.165
171.7055556,0.195
171.7083333,0.215
171.7111111,0.215
171.7138889,0.22
171.7166667,0.22
171.7194444,0.255
171.7222222,0.28
171.725,0.29
171.7277778,0.29
171.7305556,0.255
171.7333333,0.29
171.7361111,0.31
171.7388889,0.32
171.7416667,0.305
171.7444444,0.295
171.7472222,0.28
171.75,0.275
171.7527778,0.29
171.7555556,0.3
171.7583333,0.28
171.7611111,0.255
171.7638889,0.23
171.7666667,0.23
171.7694444,0.215
171.7722222,0.22
171.775,0.195
171.7777778,0.17
171.7805556,0.135
171.7833333,0.125
171.7861111,0.115
171.7888889,0.105
171.7916667,0.085
171.7944444,0.05
171.7972222,0.025
171.8,0.02
171.8027778,0.005
171.8055556,-0.005
171.8083333,-0.01
171.8111111,-0.025
171.8138889,-0.065
171.8166667,-0.065
171.8194444,-0.055
171.8222222,-0.06
171.825,-0.09
171.8277778,-0.11
171.8305556,-0.125
171.8333333,-0.13
171.8361111,-0.125
171.8388889,-0.12
171.8416667,-0.14
171.8444444,-0.155
171.8472222,-0.165
171.85,-0.15
171.8527778,-0.14
171.8555556,-0.135
171.8583333,-0.145
171.8611111,-0.165
171.8638889,-0.185
171.8666667,-0.18
171.8694444,-0.17
171.8722222,-0.165
171.875,-0.175
171.8777778,-0.185
171.8805556,-0.185
171.8833333,-0.18
171.8861111,-0.185
171.8888889,-0.16
171.8916667,-0.17
171.8944444,-0.185
171.8972222,-0.195
171.9,-0.19
171.9027778,-0.185
171.9055556,-0.165
171.9083333,-0.18
171.9111111,-0.17
171.9138889,-0.17
171.9166667,-0.17
171.9194444,-0.155
171.9222222,-0.14
171.925,-0.15
171.9277778,-0.145
171.9305556,-0.16
171.9333333,-0.145
171.9361111,-0.14
171.9388889,-0.12
171.9416667,-0.135
171.9444444,-0.145
171.9472222,-0.16
171.95,-0.15
171.9527778,-0.14
171.9555556,-0.13
171.9583333,-0.13
171.9611111,-0.145
171.9638889,-0.155
171.9666667,-0.16
171.9694444,-0.17
171.9722222,-0.135
171.975,-0.14
171.9777778,-0.155
171.9805556,-0.195
171.9833333,-0.18
171.9861111,-0.165
171.9888889,-0.16
171.9916667,-0.17
171.9944444,-0.17
171.9972222,-0.2
172,-0.195
172.0027778,-0.205
172.0055556,-0.185
172.0083333,-0.195
172.0111111,-0.215
172.0138889,-0.235
172.0166667,-0.23
172.0194444,-0.21
172.0222222,-0.215
172.025,-0.225
172.0277778,-0.245
172.0305556,-0.25
172.0333333,-0.25
172.0361111,-0.245
172.0388889,-0.24
172.0416667,-0.245
172.0444444,-0.26
172.0472222,-0.27
172.05,-0.26
172.0527778,-0.27
172.0555556,-0.245
172.0583333,-0.255
172.0611111,-0.275
172.0638889,-0.29
172.0666667,-0.295
172.0694444,-0.29
172.0722222,-0.27
172.075,-0.285
172.0777778,-0.3
172.0805556,-0.31
172.0833333,-0.31
172.0861111,-0.295
172.0888889,-0.28
172.0916667,-0.285
172.0944444,-0.3
172.0972222,-0.325
172.1,-0.315
172.1027778,-0.315
172.1055556,-0.3
172.1083333,-0.305
172.1111111,-0.33
172.1138889,-0.335
172.1166667,-0.315
172.1194444,-0.315
172.1222222,-0.31
172.125,-0.32
172.1277778,-0.34
172.1305556,-0.34
172.1333333,-0.345
172.1361111,-0.335
172.1388889,-0.335
172.1416667,-0.34
172.1444444,-0.345
172.1472222,-0.355
172.15,-0.34
172.1527778,-0.345
172.1555556,-0.33
172.1583333,-0.33
172.1611111,-0.345
172.1638889,-0.355
172.1666667,-0.355
172.1694444,-0.345
172.1722222,-0.335
172.175,-0.34
172.1777778,-0.365
172.1805556,-0.375
172.1833333,-0.36
172.1861111,-0.355
172.1888889,-0.34
172.1916667,-0.345
172.1944444,-0.345
172.1972222,-0.37
172.2,-0.35
172.2027778,-0.335
172.2055556,-0.335
172.2083333,-0.355
172.2111111,-0.365
172.2138889,-0.375
172.2166667,-0.365
172.2194444,-0.355
172.2222222,-0.345
172.225,-0.34
172.2277778,-0.355
172.2305556,-0.36
172.2333333,-0.365
172.2361111,-0.345
172.2388889,-0.33
172.2416667,-0.33
172.2444444,-0.355
172.2472222,-0.375
172.25,-0.365
172.2527778,-0.335
172.2555556,-0.335
172.2583333,-0.335
172.2611111,-0.355
172.2638889,-0.355
172.2666667,-0.37
172.2694444,-0.36
172.2722222,-0.345
172.275,-0.345
172.2777778,-0.35
172.2805556,-0.365
172.2833333,-0.355
172.2861111,-0.34
172.2888889,-0.325
172.2916667,-0.345
172.2944444,-0.34
172.2972222,-0.35
172.3,-0.345
172.3027778,-0.34
172.3055556,-0.31
172.3083333,-0.32
172.3111111,-0.35
172.3138889,-0.335
172.3166667,-0.345
172.3194444,-0.33
172.3222222,-0.32
172.325,-0.32
172.3277778,-0.325
172.3305556,-0.325
172.3333333,-0.33
172.3361111,-0.32
172.3388889,-0.31
172.3416667,-0.3
172.3444444,-0.305
172.3472222,-0.3
172.35,-0.28
172.3527778,-0.26
172.3555556,-0.24
172.3583333,-0.225
172.3611111,-0.23
172.3638889,-0.23
172.3666667,-0.215
172.3694444,-0.18
172.3722222,-0.15
172.375,-0.135
172.3777778,-0.135
172.3805556,-0.14
172.3833333,-0.125
172.3861111,-0.1
172.3888889,-0.09
172.3916667,-0.105
172.3944444,-0.125
172.3972222,-0.135
172.4,-0.155
172.4027778,-0.165
172.4055556,-0.16
172.4083333,-0.175
172.4111111,-0.2
172.4138889,-0.22
172.4166667,-0.23
172.4194444,-0.235
172.4222222,-0.225
172.425,-0.25
172.4277778,-0.26
172.4305556,-0.275
172.4333333,-0.265
172.4361111,-0.265
172.4388889,-0.24
172.4416667,-0.245
172.4444444,-0.265
172.4472222,-0.255
172.45,-0.26
172.4527778,-0.245
172.4555556,-0.225
172.4583333,-0.21
172.4611111,-0.21
172.4638889,-0.22
172.4666667,-0.215
172.4694444,-0.195
172.4722222,-0.165
172.475,-0.125
172.4777778,-0.075
172.4805556,0.025
172.4833333,0.185
172.4861111,0.39
172.4888889,0.57
172.4916667,0.68
172.4944444,0.75
172.4972222,0.755
172.5,0.75
172.5027778,0.7
172.5055556,0.6
172.5083333,0.415
172.5111111,0.16
172.5138889,-0.12
172.5166667,-0.285
172.5194444,-0.31
172.5222222,-0.27
172.525,-0.245
172.5277778,-0.28
172.5305556,-0.3
172.5333333,-0.305
172.5361111,-0.295
172.5388889,-0.285
172.5416667,-0.29
172.5444444,-0.3
172.5472222,-0.32
172.55,-0.325
172.5527778,-0.325
172.5555556,-0.32
172.5583333,-0.33
172.5611111,-0.345
172.5638889,-0.36
172.5666667,-0.37
172.5694444,-0.355
172.5722222,-0.33
172.575,-0.34
172.5777778,-0.355
172.5805556,-0.375
172.5833333,-0.345
172.5861111,-0.345
172.5888889,-0.325
172.5916667,-0.33
172.5944444,-0.345
172.5972222,-0.345
172.6,-0.345
172.6027778,-0.325
172.6055556,-0.315
172.6083333,-0.32
172.6111111,-0.33
172.6138889,-0.34
172.6166667,-0.33
172.6194444,-0.315
172.6222222,-0.305
172.625,-0.32
172.6277778,-0.32
172.6305556,-0.33
172.6333333,-0.325
172.6361111,-0.305
172.6388889,-0.295
172.6416667,-0.3
172.6444444,-0.305
172.6472222,-0.295
172.65,-0.29
172.6527778,-0.275
172.6555556,-0.275
172.6583333,-0.255
172.6611111,-0.255
172.6638889,-0.27
172.6666667,-0.255
172.6694444,-0.235
172.6722222,-0.205
172.675,-0.205
172.6777778,-0.215
172.6805556,-0.215
172.6833333,-0.2
172.6861111,-0.17
172.6888889,-0.165
172.6916667,-0.145
172.6944444,-0.14
172.6972222,-0.14
172.7,-0.12
172.7027778,-0.095
172.7055556,-0.06
172.7083333,-0.06
172.7111111,-0.055
172.7138889,-0.045
172.7166667,-0.025
172.7194444,0
172.7222222,0.025
172.725,0.03
172.7277778,0.03
172.7305556,0.04
172.7333333,0.05
172.7361111,0.085
172.7388889,0.105
172.7416667,0.11
172.7444444,0.12
172.7472222,0.12
172.75,0.15
172.7527778,0.165
172.7555556,0.185
172.7583333,0.21
172.7611111,0.2
172.7638889,0.205
172.7666667,0.205
172.7694444,0.22
172.7722222,0.245
172.775,0.225
172.7777778,0.215
172.7805556,0.21
172.7833333,0.2
172.7861111,0.185
172.7888889,0.21
172.7916667,0.21
172.7944444,0.195
172.7972222,0.16
172.8,0.145
172.8027778,0.14
172.8055556,0.14
172.8083333,0.115
172.8111111,0.085
172.8138889,0.065
172.8166667,0.04
172.8194444,0.02
172.8222222,0.025
172.825,0.005
172.8277778,-0.03
172.8305556,-0.045
172.8333333,-0.065
172.8361111,-0.065
172.8388889,-0.08
172.8416667,-0.085
172.8444444,-0.115
172.8472222,-0.14
172.85,-0.14
172.8527778,-0.14
172.8555556,-0.14
172.8583333,-0.155
172.8611111,-0.19
172.8638889,-0.215
172.8666667,-0.215
172.8694444,-0.21
172.8722222,-0.19
172.875,-0.225
172.8777778,-0.24
172.8805556,-0.255
172.8833333,-0.25
172.8861111,-0.25
172.8888889,-0.24
172.8916667,-0.25
172.8944444,-0.275
172.8972222,-0.285
172.9,-0.285
172.9027778,-0.28
172.9055556,-0.27
172.9083333,-0.28
172.9111111,-0.305
172.9138889,-0.32
172.9166667,-0.32
172.9194444,-0.31
172.9222222,-0.295
172.925,-0.285
172.9277778,-0.295
172.9305556,-0.31
172.9333333,-0.315
172.9361111,-0.305
172.9388889,-0.275
172.9416667,-0.275
172.9444444,-0.3
172.9472222,-0.305
172.95,-0.295
172.9527778,-0.275
172.9555556,-0.255
